Index,POSTCODE,CURRENT_ENERGY_EFFICIENCY,PROPERTY_TYPE,BUILT_FORM,TRANSACTION_TYPE,ENERGY_CONSUMPTION_CURRENT,TOTAL_FLOOR_AREA,ENERGY_TARIFF,FLOOR_LEVEL,GLAZED_TYPE,GLAZED_AREA,NUMBER_HABITABLE_ROOMS,NUMBER_HEATED_ROOMS,LOW_ENERGY_LIGHTING,HOT_WATER_ENERGY_EFF,FLOOR_DESCRIPTION,FLOOR_ENERGY_EFF,WINDOWS_ENERGY_EFF,WALLS_ENERGY_EFF,ROOF_DESCRIPTION,ROOF_ENERGY_EFF,MAINHEAT_ENERGY_EFF,MAINHEATC_ENERGY_EFF,LIGHTING_DESCRIPTION,LIGHTING_ENERGY_EFF,CONSTRUCTION_AGE_BAND,TENURE
33019,53.2558,68,1,2,7,214,121,0,0,5,3,7,7,21,4,21,0,3,4,200,4,4,4,21,2,1999,1
33020,53.2667,62,1,3,7,314,56,24,0,3,3,4,4,100,2,11,0,3,4,200,4,4,3,100,5,1999,1
33021,53.2667,62,1,1,7,332,53,12,0,4,3,4,4,33,3,20,0,4,4,100,3,4,3,33,3,1993,1
33033,53.2667,60,1,2,7,397,101,24,0,3,3,4,4,70,1,10,0,3,3,100,3,3,4,70,5,1971,1
33039,53.3809,27,1,1,0,473,86,12,0,4,3,5,3,91,1,20,0,4,2,250,4,2,2,91,5,1958,1
33043,53.2667,72,1,1,7,190,98,12,0,4,3,4,4,17,4,12,0,4,4,250,4,4,4,17,2,2004,1
33046,53.5379,57,1,1,9,302,86,12,0,5,3,5,5,40,4,10,0,3,1,150,4,4,4,40,3,1915,5
33049,53.4703,35,1,1,1,394,118,24,0,3,4,6,5,31,2,10,0,3,1,270,4,3,1,31,3,1940,5
33058,53.5379,26,1,1,7,380,127,12,0,5,3,6,6,100,2,10,0,3,1,300,5,3,4,100,5,1900,1
33060,53.3809,31,1,2,14,365,113,12,0,3,3,7,7,27,2,10,0,3,2,12,1,3,3,27,3,1900,1
33062,53.2667,71,1,1,3,206,92,12,0,4,3,6,6,36,4,11,0,4,4,250,4,4,4,36,3,1999,1
33063,53.5379,62,1,1,7,258,110,12,0,4,3,6,6,6,4,10,0,4,1,250,4,4,1,6,1,1900,1
33067,53.2421,67,1,1,1,237,84,12,0,5,3,5,5,8,4,10,0,3,3,200,4,4,4,8,1,1940,5
33072,53.5379,74,1,3,2,163,112,12,0,4,3,6,6,47,4,12,0,4,4,150,4,4,4,47,4,2007,3
33079,53.5817,66,1,1,7,219,105,12,0,5,3,4,4,69,4,10,0,3,4,100,3,4,4,69,4,1971,1
33085,53.3809,54,3,1,0,254,86,12,0,3,3,5,5,100,3,10,0,3,4,270,4,3,4,100,5,1987,1
33086,53.2421,65,3,2,7,257,84,0,0,4,3,4,4,75,4,10,0,4,3,100,3,4,4,75,5,1971,1
33088,53.5379,47,1,1,14,397,86,12,0,3,3,5,5,67,3,20,0,3,2,100,3,4,1,67,4,1971,1
33095,53.2558,61,1,2,7,285,103,12,0,5,3,5,5,56,3,20,0,3,4,200,4,4,4,56,4,1987,1
33097,53.2558,60,1,2,7,273,159,12,0,5,3,8,8,100,3,10,0,3,4,200,4,4,4,100,5,1987,1
33101,53.2667,73,3,2,7,180,126,0,0,3,3,7,7,64,4,10,0,3,4,270,4,4,4,64,4,1979,1
33103,53.5379,66,3,2,1,250,65,12,0,3,3,4,4,71,4,10,0,3,3,350,5,4,4,71,5,1958,5
33112,53.2667,69,3,2,7,235,72,24,0,4,3,4,4,75,4,10,0,4,3,300,5,4,4,75,5,1958,1
33114,53.5379,67,1,3,2,253,56,12,0,4,3,3,3,43,3,10,0,4,4,200,4,4,3,43,3,1987,3
33115,53.2558,65,3,2,2,277,61,12,0,5,3,4,4,86,4,10,0,3,3,250,4,4,3,86,5,1958,3
33116,53.3809,39,1,1,14,544,68,12,0,3,3,4,4,78,3,10,0,3,1,150,4,4,3,78,5,1900,3
33117,53.4703,39,1,1,2,367,79,12,0,5,3,4,4,100,3,10,0,3,1,200,4,3,4,100,5,1900,3
33119,53.3809,59,2,1,2,480,75,24,1,5,3,2,2,57,3,0,0,3,4,100,3,3,2,57,4,1993,3
33123,53.2667,48,3,2,2,257,123,24,0,5,3,5,5,50,2,10,0,3,4,270,4,2,3,50,4,1987,3
33124,53.4703,21,1,1,0,797,85,24,0,3,3,5,5,50,1,10,0,2,1,150,4,3,2,50,4,1900,3
33125,53.2667,76,1,4,7,154,126,12,0,4,3,4,4,50,4,22,0,4,4,300,5,4,4,50,4,2004,1
33136,53.2558,71,1,2,7,185,156,12,0,5,3,8,8,88,4,11,0,3,4,200,4,4,4,88,5,1999,1
33141,53.3809,26,1,2,13,347,220,12,0,4,3,7,7,7,1,20,0,4,2,200,4,2,3,7,1,1900,1
33144,53.5379,32,1,2,7,301,184,12,0,5,3,8,8,100,2,10,0,3,1,200,4,2,3,100,5,1900,1
33150,53.3809,62,1,1,1,203,91,12,0,5,3,5,5,33,3,10,0,3,3,300,5,3,4,33,3,1958,5
33152,53.5379,63,1,1,7,239,147,24,0,5,3,7,7,25,4,10,0,3,1,100,3,4,4,25,3,1915,1
33158,53.2558,66,1,2,7,227,114,12,0,4,3,6,6,85,4,10,0,4,4,75,3,4,4,85,5,1993,1
33159,53.5379,70,1,2,7,198,164,12,0,3,3,6,6,90,4,10,0,3,4,250,4,4,4,90,5,1971,1
33160,53.5379,53,1,1,2,336,89,12,0,4,3,5,5,90,4,20,0,4,1,300,5,4,4,90,5,1915,3
33164,53.5379,65,3,2,13,248,92,12,0,5,3,4,4,21,4,20,0,3,4,300,5,4,4,21,2,1979,1
33168,53.5379,70,1,2,7,197,106,12,0,4,3,5,5,69,4,10,0,4,4,300,5,4,4,69,4,1971,1
33171,53.5379,65,3,2,3,250,99,12,0,5,3,4,4,45,4,10,0,3,4,270,4,4,3,45,4,1987,1
33172,53.4703,59,3,3,9,307,54,12,0,5,3,3,3,33,1,10,0,3,4,250,4,4,2,33,3,1958,5
33179,53.2421,53,3,2,2,580,63,24,0,5,3,3,3,86,3,10,0,3,4,200,4,3,2,86,5,1987,3
33181,53.2667,67,1,3,7,271,64,12,0,5,3,3,3,89,4,20,0,3,4,250,4,4,3,89,5,1993,1
33183,53.4703,32,1,2,9,302,285,12,0,5,3,10,10,100,1,10,0,3,1,300,5,3,3,100,5,1900,1
33184,53.5379,75,1,2,2,150,157,12,0,4,3,7,7,53,4,12,0,4,4,250,4,4,4,53,4,2004,3
33189,53.2667,65,3,2,7,254,101,12,0,5,3,7,7,64,4,10,0,3,2,100,3,4,4,64,4,1971,1
33191,53.2667,67,3,2,7,226,154,12,0,4,4,6,6,38,4,20,0,4,3,200,4,4,4,38,3,1958,1
33200,53.4703,70,1,3,2,245,56,12,0,5,3,4,4,50,4,10,0,3,4,100,3,4,3,50,4,1987,3
33208,53.4703,55,1,2,7,308,243,12,0,5,3,7,7,44,3,20,0,3,4,270,4,4,3,44,3,1993,1
33213,53.5379,67,3,4,11,261,46,12,0,4,3,2,2,100,1,10,0,4,3,300,5,4,3,100,5,1958,5
33221,53.5379,63,1,2,7,241,202,12,0,5,3,8,8,93,4,10,0,3,1,270,4,4,4,93,5,1915,1
33225,53.2421,71,1,2,14,200,99,12,0,5,3,5,5,100,4,10,0,3,4,75,3,4,4,100,5,1971,1
33230,53.3809,39,1,2,2,302,125,12,0,5,3,4,4,75,3,10,0,3,1,200,4,3,3,75,5,1900,3
33231,53.2421,43,1,2,0,268,121,24,0,3,3,9,9,88,1,10,0,3,4,50,2,2,3,88,5,1987,1
33232,53.3809,46,1,2,7,194,305,12,0,5,4,10,10,18,2,21,0,3,4,300,5,2,4,18,2,1999,1
33234,53.2558,83,1,2,12,78,193,12,0,4,3,8,8,100,2,10,0,4,4,250,4,4,5,100,5,1900,1
33236,53.2558,72,1,2,7,178,143,24,0,4,3,6,6,59,4,10,0,4,4,150,4,4,4,59,4,1993,1
33240,53.5379,61,1,3,5,268,93,12,0,4,3,5,5,25,3,10,0,4,3,250,4,4,3,25,3,1958,5
33242,53.5379,77,1,1,7,151,74,12,0,4,3,4,4,67,4,12,0,4,4,270,4,4,4,67,4,2004,1
33244,53.3809,68,3,1,12,224,52,24,0,5,3,3,3,71,1,10,0,3,4,200,4,4,3,71,5,1900,5
33258,53.5379,79,1,2,12,85,204,12,0,4,4,9,9,63,3,22,0,4,4,250,4,3,4,63,4,2007,1
33259,53.5379,72,1,1,7,204,65,0,0,4,3,5,5,33,4,12,0,4,4,270,4,4,4,33,3,2004,1
33260,53.2558,39,1,2,9,381,98,12,0,3,3,5,5,9,1,10,0,3,4,200,4,4,1,9,1,1958,1
33262,53.3809,42,1,1,14,272,145,24,0,5,3,6,6,13,1,10,0,3,4,50,2,2,1,13,2,1993,1
33263,53.2667,61,3,2,7,318,71,12,0,5,3,4,4,100,4,10,0,3,2,200,4,4,4,100,5,1958,1
33265,53.5379,59,3,2,2,290,104,12,0,5,3,4,4,91,3,10,0,3,4,150,4,4,4,91,5,1993,3
33266,53.5817,29,1,1,2,400,93,12,0,0,3,3,3,25,3,10,0,1,1,400,5,3,3,25,3,1900,3
33268,53.2667,50,3,1,7,271,88,12,0,5,3,3,3,100,3,10,0,3,2,200,4,3,4,100,5,1900,1
33269,53.5379,63,3,2,7,273,90,12,0,5,3,5,5,45,4,10,0,3,4,100,3,4,3,45,4,1987,1
33270,53.5379,72,3,2,7,174,153,12,0,5,3,7,7,100,4,10,0,3,4,150,4,4,3,100,5,1987,1
33273,53.2558,64,1,1,14,267,90,12,0,3,3,5,5,58,4,10,0,3,3,25,2,4,3,58,4,1979,1
33278,53.5379,65,1,1,7,233,116,12,0,4,3,5,5,71,4,10,0,4,4,300,5,4,4,71,5,1940,1
33289,53.5379,62,1,3,14,280,96,12,0,5,3,6,6,91,4,20,0,3,1,250,4,4,4,91,5,1915,5
33293,53.2421,76,3,2,13,146,119,12,0,4,3,5,5,50,4,12,0,4,4,270,4,4,4,50,4,2004,1
33298,53.2558,67,3,2,7,251,65,0,0,4,3,4,4,80,4,10,0,4,4,75,3,4,4,80,5,1958,1
33302,53.5379,73,1,3,2,195,64,12,0,5,3,4,4,50,4,10,0,3,3,200,4,4,3,50,4,1979,3
33304,53.2558,63,3,1,2,278,79,0,0,5,3,5,5,56,4,10,0,3,3,100,3,4,4,56,4,1979,3
33305,53.5379,71,1,1,7,201,90,12,0,3,3,5,5,30,4,10,0,3,4,150,4,4,4,30,3,1958,1
33307,53.5379,69,1,2,7,183,176,12,0,4,3,7,7,44,4,10,0,4,4,300,5,4,4,44,3,1958,1
33312,53.3809,75,1,2,7,153,209,12,0,4,3,9,9,26,4,12,0,4,4,250,4,4,4,26,3,2004,1
33315,53.3809,65,3,1,1,286,46,12,0,5,3,3,3,43,4,20,0,3,4,250,4,4,4,43,3,1958,5
33323,53.5379,70,1,3,2,209,96,24,0,5,3,5,5,100,4,10,0,3,3,100,3,4,3,100,5,1958,3
33327,53.2667,51,1,3,7,532,66,24,0,5,3,5,5,88,1,20,0,3,4,270,4,3,2,88,5,1993,1
33332,53.2667,75,1,2,7,164,188,12,0,4,3,9,9,100,4,22,0,4,4,200,4,4,4,100,5,2004,1
33333,53.2667,62,3,2,7,244,57,0,0,3,3,4,4,50,3,10,0,3,4,270,4,3,3,50,4,1971,1
33336,53.5379,60,1,3,7,313,77,12,0,5,3,5,5,67,4,10,0,3,1,150,4,4,4,67,4,1915,1
33337,53.2421,61,1,2,2,268,128,12,0,5,3,6,6,50,4,10,0,3,2,200,4,4,4,50,4,1958,3
33340,53.2558,71,1,2,7,168,429,24,0,4,3,11,11,24,4,10,0,4,4,100,3,4,5,24,2,1993,1
33341,53.2421,62,1,4,7,282,63,12,0,3,3,3,3,43,4,10,0,3,4,75,3,4,4,43,3,1987,1
33344,53.3809,45,3,2,2,291,97,12,0,5,3,5,5,100,2,10,0,3,3,250,4,2,4,100,5,1971,3
33354,53.5379,63,1,2,7,265,88,12,0,4,3,5,5,100,4,10,0,4,1,250,4,4,4,100,5,1915,1
33359,53.2421,59,1,1,2,292,75,12,0,5,3,4,4,50,4,10,0,3,1,150,4,4,4,50,4,1900,3
33364,53.2421,65,1,2,13,235,140,12,0,4,3,7,7,100,4,12,0,4,2,200,4,4,4,100,5,2004,1
33371,53.2558,69,2,1,5,252,45,12,1,5,3,2,2,17,4,0,0,3,2,250,4,4,4,17,2,1900,5
33383,53.5379,53,1,1,2,365,86,12,0,5,3,5,5,100,4,10,0,3,1,100,3,4,3,100,5,1915,3
33389,53.2667,66,1,3,1,240,88,24,0,3,3,5,5,50,4,10,0,3,4,250,4,4,3,50,4,1940,5
33391,53.3809,44,1,3,14,532,110,0,0,5,3,5,5,100,1,10,0,3,1,100,3,3,3,100,5,1958,3
33403,53.2421,47,3,2,7,441,69,12,0,5,3,4,4,50,2,10,0,3,2,100,3,4,3,50,4,1971,1
33407,53.3809,53,1,1,1,257,81,12,0,4,3,5,5,56,2,10,0,4,4,250,4,2,3,56,4,1940,5
33416,53.5379,65,1,4,5,275,65,12,0,5,3,4,4,36,4,20,0,3,2,100,3,4,4,36,3,1958,1
33420,53.2667,64,3,4,1,284,59,12,0,4,3,4,4,43,4,10,0,4,3,200,4,4,4,43,3,1940,5
33421,53.3809,44,3,2,2,326,79,12,0,5,3,4,4,43,3,10,0,3,2,100,3,3,4,43,3,1958,3
33424,53.5009,60,1,2,7,219,253,12,0,3,3,8,8,46,4,10,0,3,2,100,3,4,3,46,4,1915,3
33427,53.2667,67,3,2,7,257,72,12,0,5,3,4,4,100,4,10,0,3,4,250,4,4,2,100,5,1993,1
33431,53.5379,75,1,4,2,157,85,12,0,4,3,4,4,10,4,12,0,4,4,200,4,4,4,10,2,2004,3
33434,53.4703,70,3,3,1,258,48,12,0,3,3,3,3,67,4,10,0,3,4,250,4,4,4,67,4,1971,5
33436,53.2558,59,1,2,7,279,162,12,0,5,4,7,7,62,4,11,0,3,4,150,4,4,4,62,4,1999,1
33445,53.5009,45,1,1,9,263,121,12,0,0,3,5,5,29,3,10,0,1,2,200,4,3,2,29,3,1900,3
33446,53.5379,66,3,2,7,228,93,12,0,5,3,5,5,55,4,10,0,3,4,300,5,4,4,55,4,1971,1
33450,53.5379,69,1,3,1,200,91,12,0,5,3,5,5,8,4,10,0,3,4,100,3,4,4,8,1,1971,5
33451,53.5379,58,1,3,2,330,77,12,0,5,3,4,4,86,4,10,0,3,1,100,3,4,1,86,5,1915,3
33470,53.5379,76,1,2,7,141,202,12,0,4,3,7,7,77,4,22,0,4,4,200,4,4,4,77,5,2004,1
33472,53.5507,66,1,1,14,252,73,12,0,4,3,5,5,25,4,20,0,4,4,270,4,4,3,25,3,1940,3
33485,53.3809,46,1,2,14,189,462,12,0,5,3,12,11,16,3,10,0,3,3,75,3,3,3,16,2,1979,3
33490,53.5379,57,1,1,2,344,73,12,0,5,3,4,4,100,4,20,0,3,1,350,5,4,3,100,5,1915,3
33492,53.5379,65,3,2,1,251,66,12,0,3,3,3,3,71,4,10,0,3,4,270,4,4,4,71,5,1958,5
33493,53.5379,65,1,1,7,252,96,12,0,5,3,6,6,91,4,10,0,3,2,250,4,4,2,91,5,1958,1
33496,53.5379,62,1,3,7,287,81,12,0,5,3,4,4,40,4,10,0,3,1,200,4,4,4,40,3,1915,1
33497,53.5379,71,1,1,7,202,87,12,0,5,3,5,5,100,4,10,0,3,3,200,4,4,4,100,5,1958,1
33499,53.2558,68,3,3,1,227,64,12,0,3,3,3,3,14,4,10,0,3,3,250,4,4,4,14,2,1958,5
33505,53.5009,51,1,2,2,204,244,12,0,3,4,8,8,33,3,10,0,3,4,350,5,3,4,33,3,1940,3
33508,53.2421,49,3,2,7,283,80,12,0,3,3,5,5,75,2,10,0,2,4,200,4,3,3,75,5,1971,1
33509,53.5379,70,1,3,0,211,86,12,0,5,3,5,3,21,1,10,0,3,1,270,4,3,2,21,2,1958,1
33519,53.5379,61,1,2,7,265,108,24,0,5,3,7,6,100,4,10,0,3,1,270,4,4,4,100,5,1940,1
33526,53.4703,62,1,2,0,187,260,12,0,5,3,8,8,30,2,10,0,3,4,270,4,4,4,30,3,1979,1
33533,53.3809,71,1,2,7,180,198,0,0,4,3,9,9,100,4,10,0,4,2,150,4,4,4,100,5,1915,1
33546,53.5009,51,1,2,9,266,129,12,0,3,3,6,6,50,3,10,0,3,1,300,5,3,4,50,4,1900,3
33548,53.5379,58,1,1,7,293,99,24,0,4,3,6,6,100,4,10,0,2,1,300,5,4,4,100,5,1915,1
33552,53.4703,84,3,1,12,115,54,24,0,4,3,3,3,50,2,10,0,4,4,150,4,4,3,50,4,1958,5
33564,53.5379,58,1,2,7,273,165,12,0,3,3,8,7,33,3,10,0,3,2,200,4,4,4,33,3,1900,1
33566,53.5379,60,1,2,7,271,130,0,0,4,3,6,5,100,4,20,0,4,2,200,4,4,4,100,5,1915,1
33568,53.2558,51,3,2,14,371,71,12,0,3,3,4,4,33,4,10,0,3,2,250,4,4,1,33,3,1958,3
33576,53.2558,60,1,2,7,302,86,12,0,5,3,5,5,100,3,10,0,3,4,100,3,4,2,100,5,1987,1
33580,53.2667,73,3,2,7,192,89,12,0,4,3,5,5,100,4,10,0,4,4,270,4,4,4,100,5,1958,1
33586,53.3809,55,3,2,14,318,144,12,0,5,4,4,4,100,4,10,0,3,2,150,4,4,4,100,5,1958,1
33589,53.3809,69,1,2,7,205,146,12,0,4,3,7,7,70,4,10,0,4,4,250,4,4,4,70,5,1987,1
33593,53.5379,70,1,3,2,208,87,12,0,5,3,5,5,100,3,10,0,3,4,250,4,4,3,100,5,1979,3
33596,53.5379,75,1,3,7,161,83,12,0,4,3,5,5,50,4,10,0,4,3,250,4,4,4,50,4,1958,1
33600,53.3809,22,3,2,7,565,81,0,0,3,3,4,1,45,1,10,0,2,1,200,4,2,1,45,4,1915,1
33607,53.5379,76,1,2,2,155,83,12,0,4,3,5,5,100,4,12,0,4,4,200,4,4,4,100,5,2007,3
33610,53.5379,59,1,1,2,318,76,12,0,5,3,5,5,75,4,20,0,3,1,25,2,4,3,75,5,1915,3
33619,53.5379,26,1,2,14,373,130,12,0,3,3,6,6,100,1,10,0,3,2,270,4,2,3,100,5,1971,1
33626,53.5379,58,1,3,9,294,86,12,0,5,3,5,5,22,4,10,0,3,1,200,4,4,4,22,2,1915,5
33633,53.2421,54,3,2,3,203,175,24,0,4,3,6,6,80,3,10,0,4,3,100,3,3,4,80,5,1979,1
33636,53.5379,69,1,3,2,232,66,12,0,5,3,4,4,86,5,20,0,3,1,250,4,4,4,86,5,1915,3
33639,53.5379,61,1,2,7,117,175,12,0,4,3,10,10,95,2,22,0,4,4,270,4,2,4,95,5,2004,1
33644,53.3809,34,3,1,7,342,104,0,0,7,3,5,5,80,1,10,0,4,2,300,5,2,3,80,5,1900,1
33654,53.2667,63,1,2,0,247,146,24,0,3,3,7,7,67,4,10,0,3,3,250,4,4,4,67,4,1979,1
33655,53.2558,71,1,1,7,190,96,12,0,4,3,5,5,50,4,10,0,4,4,100,3,4,4,50,4,1940,1
33662,53.5379,67,2,3,1,357,84,24,1,5,3,4,4,33,3,0,0,3,4,300,5,3,2,33,3,1987,5
33664,53.2558,54,3,2,14,354,84,12,0,5,3,5,5,20,3,20,0,3,2,200,4,4,4,20,2,1987,5
33667,53.3809,9,0,4,14,523,178,24,1,5,3,7,0,71,3,0,0,3,2,50,2,1,1,71,5,1915,3
33668,53.2558,59,1,2,2,276,96,24,0,5,3,4,4,92,1,11,0,3,4,250,4,4,4,92,5,1999,3
33669,53.2558,60,1,4,1,305,76,12,0,3,3,4,4,11,3,10,0,3,4,150,4,4,3,11,2,1958,5
33670,53.3809,19,1,2,7,517,107,0,0,3,3,5,5,58,1,10,0,2,1,300,5,1,4,58,4,1900,1
33673,53.5379,68,1,3,12,215,90,12,0,5,3,5,5,83,4,10,0,3,4,250,4,4,4,83,5,1958,5
33679,53.5507,66,1,2,7,231,221,12,0,4,3,7,7,65,4,10,0,4,4,150,4,4,3,65,4,1987,1
33681,53.2558,70,1,1,7,240,55,12,0,5,3,4,4,78,4,11,0,3,4,150,4,4,3,78,5,1999,1
33686,53.5379,60,3,2,7,279,111,12,0,5,3,4,4,20,3,20,0,3,4,250,4,4,4,20,2,1958,1
33689,53.3809,65,3,2,7,248,81,12,0,3,3,5,5,83,4,10,0,3,4,250,4,4,4,83,5,1958,1
33691,53.2667,56,1,3,2,324,68,12,0,5,3,3,3,88,3,10,0,3,1,250,4,3,3,88,5,1915,3
33694,53.2558,60,1,2,7,253,158,12,0,5,3,7,7,67,3,10,0,3,4,300,5,4,4,67,4,1979,1
33699,53.3809,65,1,1,1,218,80,12,0,5,3,5,5,25,2,20,0,3,3,300,5,4,3,25,3,1958,5
33700,53.3809,50,1,1,14,309,64,12,0,3,3,4,4,100,3,10,0,3,2,200,4,3,3,100,5,1940,1
33703,53.5379,54,1,1,1,368,57,12,0,3,3,3,3,43,4,10,0,3,1,75,3,4,4,43,3,1940,5
33704,53.5379,66,1,1,7,267,61,0,0,3,3,4,4,33,3,11,0,3,4,300,5,4,4,33,3,1999,1
33708,53.2558,41,3,2,12,199,127,24,0,4,3,5,5,16,3,10,0,4,1,250,4,3,3,16,2,1915,1
33715,53.5379,68,3,2,7,249,63,0,0,3,3,2,2,50,4,10,0,3,4,270,4,4,4,50,4,1987,1
33716,53.5379,55,1,1,0,287,101,12,0,3,3,5,5,100,1,10,0,2,4,300,5,2,4,100,5,1958,1
33722,53.5817,69,3,2,7,206,117,12,0,5,3,6,6,90,4,10,0,3,4,200,4,4,3,90,5,1987,1
33739,53.5379,76,2,3,1,179,43,12,1,4,3,2,2,80,4,0,0,4,3,150,4,4,4,80,5,1958,5
33740,53.5379,73,1,1,13,178,109,12,0,3,3,5,5,69,4,20,0,3,4,270,4,4,4,69,4,1971,1
33743,53.3809,29,3,2,14,809,77,24,0,4,3,4,4,60,1,10,0,4,1,200,4,3,2,60,4,1915,1
33746,53.2667,70,3,2,7,225,72,0,0,4,3,3,3,62,4,10,0,4,4,300,5,4,4,62,4,1958,1
33751,53.5379,55,1,2,14,329,106,12,0,5,3,6,6,62,4,10,0,3,1,150,4,4,3,62,4,1900,1
33762,53.2558,67,1,1,7,255,71,12,0,5,3,4,4,100,4,10,0,3,2,270,4,4,3,100,5,1958,1
33764,53.5379,65,3,2,7,236,93,12,0,5,3,5,5,55,4,20,0,3,4,300,5,4,4,55,4,1971,1
33765,53.2667,70,1,3,2,212,124,12,0,5,3,5,5,72,4,11,0,3,4,150,4,4,3,72,5,1999,3
33770,53.5817,52,1,2,7,368,88,12,0,3,3,5,5,82,4,10,0,3,2,100,3,4,4,82,5,1971,1
33771,53.2421,58,1,2,7,289,89,12,0,5,3,4,4,13,4,10,0,3,4,75,3,4,3,13,2,1971,1
33778,53.3809,62,1,2,7,232,237,0,0,4,3,8,8,10,4,10,0,4,3,200,4,4,4,10,2,1979,3
33786,53.2421,71,1,1,7,196,88,12,0,4,3,5,5,79,4,12,0,4,4,200,4,4,4,79,5,2004,3
33788,53.2421,32,3,2,7,316,184,24,0,5,3,4,4,67,3,10,0,3,3,250,4,3,4,67,4,1958,0
33794,53.5379,35,1,6,14,474,104,12,0,5,3,7,7,27,4,20,0,3,1,200,4,4,1,27,3,1915,3
33797,53.3809,20,3,2,7,528,90,12,0,5,3,4,1,31,1,10,0,3,4,100,3,1,2,31,3,1987,1
33807,53.2421,74,1,3,2,187,59,12,0,4,3,4,4,78,4,12,0,4,4,200,4,4,4,78,5,2004,3
33812,53.5379,60,1,1,13,293,94,12,0,3,3,5,5,63,4,10,0,3,2,200,4,4,3,63,4,1958,1
33815,53.2667,65,1,1,7,236,81,24,0,5,3,4,4,33,4,10,0,3,3,270,4,4,4,33,3,1958,1
33821,53.4703,62,1,2,7,268,134,12,0,5,3,8,8,50,4,10,0,3,1,300,5,4,3,50,4,1900,1
33825,53.2558,65,1,1,2,260,75,12,0,3,3,5,5,36,4,11,0,3,4,200,4,4,3,36,3,1999,3
33830,53.2558,67,3,1,7,272,54,12,0,3,3,3,3,50,4,10,0,3,2,270,4,4,4,50,4,1971,1
33841,53.5379,63,1,4,7,277,86,12,0,5,3,4,4,73,3,10,0,3,4,75,3,4,3,73,5,1958,1
33845,53.2667,67,1,3,7,251,79,12,0,3,3,5,5,67,4,10,0,3,4,270,4,4,4,67,4,1940,1
33849,53.2421,59,3,2,7,316,85,0,0,5,3,4,4,67,4,10,0,3,4,75,3,4,4,67,4,1958,1
33851,53.5379,69,1,2,7,223,85,24,0,3,3,5,5,100,4,20,0,3,3,300,5,4,4,100,5,1958,1
33858,53.4703,76,3,3,9,437,49,24,0,5,3,3,3,33,1,10,0,3,4,250,4,3,2,33,3,1958,5
33859,53.3809,71,3,2,7,247,82,12,0,3,3,4,4,50,3,10,0,3,3,200,4,4,4,50,4,1971,1
33864,53.5379,57,1,3,7,337,68,12,0,3,3,4,4,100,4,10,0,3,1,25,2,4,3,100,5,1915,1
33868,53.2558,63,3,2,14,246,151,24,0,5,3,5,5,47,4,10,0,3,4,50,2,4,4,47,4,1987,1
33871,53.4703,43,1,1,14,308,99,12,0,5,3,5,2,29,1,10,0,3,2,300,5,2,3,29,3,1900,1
33872,53.5379,57,1,1,2,304,117,12,0,5,3,6,6,43,4,20,0,3,1,50,2,4,3,43,3,1915,3
33873,53.5379,61,1,2,7,280,97,12,0,3,3,5,5,7,4,10,0,3,4,300,5,4,4,7,1,1971,1
33875,53.5379,65,1,2,14,229,129,12,0,4,3,5,5,55,4,20,0,4,4,150,4,4,4,55,4,1958,1
33878,53.5507,40,3,2,7,298,120,12,0,3,3,4,4,33,1,10,0,3,3,250,4,2,2,33,3,1958,1
33881,53.3809,86,1,2,7,101,158,12,0,4,3,7,7,38,4,22,0,4,4,250,4,4,4,38,3,2004,1
33883,53.5379,64,3,2,13,243,138,12,0,3,3,7,7,100,3,20,0,3,4,250,4,4,4,100,5,1993,1
33884,53.4703,65,1,4,1,249,86,12,0,5,3,4,4,10,4,10,0,3,3,200,4,4,4,10,2,1971,5
33889,53.4703,59,1,3,7,318,99,12,0,3,3,5,5,64,2,10,0,3,4,250,4,4,3,64,4,1971,1
33891,53.5379,60,1,1,7,295,88,12,0,4,3,5,5,56,4,20,0,4,1,200,4,4,3,56,4,1915,1
33893,53.4703,71,0,1,1,205,70,12,1,4,3,3,3,57,4,0,0,4,3,270,4,4,4,57,4,1971,5
33897,53.5379,45,3,2,7,289,70,24,0,5,3,3,3,100,2,10,0,3,4,200,4,2,3,100,5,1993,1
33904,53.2421,80,1,1,1,120,80,12,0,5,3,5,5,100,2,10,0,3,3,300,5,4,3,100,5,1958,5
33909,53.2558,57,1,2,7,280,155,24,0,3,4,9,9,67,4,10,0,3,2,200,4,4,3,67,4,1900,1
33910,53.5379,45,3,3,2,339,59,12,0,4,3,3,3,43,3,10,0,4,1,270,4,3,3,43,3,1915,3
33912,53.2421,40,1,4,7,497,42,12,0,4,3,3,3,100,1,20,0,4,4,250,4,1,4,100,5,1987,1
33915,53.5379,54,1,1,1,366,57,12,0,3,3,3,3,14,4,10,0,3,1,100,3,4,4,14,2,1940,5
33921,53.2667,65,1,2,7,159,190,12,0,4,4,9,9,36,3,10,0,4,4,150,4,3,4,36,3,1993,1
33927,53.2421,69,1,2,7,210,119,12,0,4,3,7,7,100,4,10,0,4,3,50,2,4,4,100,5,1971,1
33935,53.3809,75,1,3,7,140,62,12,0,5,3,3,3,100,3,10,0,3,4,75,3,3,3,100,5,1958,1
33936,53.3809,45,1,3,7,476,70,0,0,5,3,5,5,78,2,20,0,1,1,100,3,4,4,78,5,1900,1
